user_id,event,event_date,ab_variant,device,channel
PF00363,onboarding_complete,2024-01-06,Variant_B,Android,Paid Ads
PF00364,app_open,2024-05-06,Control,Android,Paid Ads
PF00364,signup_start,2024-05-07,Control,Android,Paid Ads
PF00364,signup_complete,2024-05-08,Control,Android,Paid Ads
PF00365,app_open,2024-04-21,Control,Android,Organic Search
PF00365,signup_start,2024-04-22,Control,Android,Organic Search
PF00366,app_open,2024-06-12,Control,Android,Social Media
PF00367,app_open,2024-02-09,Variant_B,Android,Paid Ads
PF00367,signup_start,2024-02-09,Variant_B,Android,Paid Ads
PF00367,signup_complete,2024-02-10,Variant_B,Android,Paid Ads
PF00367,onboarding_start,2024-02-11,Variant_B,Android,Paid Ads
PF00367,onboarding_complete,2024-02-12,Variant_B,Android,Paid Ads
PF00367,kyc_submitted,2024-02-13,Variant_B,Android,Paid Ads
PF00368,app_open,2024-02-15,Control,Android,Paid Ads
PF00368,signup_start,2024-02-16,Control,Android,Paid Ads
PF00368,signup_complete,2024-02-17,Control,Android,Paid Ads
PF00368,onboarding_start,2024-02-19,Control,Android,Paid Ads
PF00369,app_open,2024-06-07,Variant_B,Android,Organic Search
PF00369,signup_start,2024-06-08,Variant_B,Android,Organic Search
PF00370,app_open,2024-04-29,Control,Web,Word of Mouth
PF00370,signup_start,2024-04-30,Control,Web,Word of Mouth
PF00370,signup_complete,2024-05-01,Control,Web,Word of Mouth
PF00370,onboarding_start,2024-05-02,Control,Web,Word of Mouth
PF00370,onboarding_complete,2024-05-03,Control,Web,Word of Mouth
PF00371,app_open,2024-05-31,Variant_B,Web,Referral
PF00371,signup_start,2024-06-02,Variant_B,Web,Referral
PF00371,signup_complete,2024-06-02,Variant_B,Web,Referral
PF00371,onboarding_start,2024-06-03,Variant_B,Web,Referral
PF00371,onboarding_complete,2024-06-05,Variant_B,Web,Referral
PF00371,kyc_submitted,2024-06-06,Variant_B,Web,Referral
PF00371,kyc_approved,2024-06-07,Variant_B,Web,Referral
PF00372,app_open,2024-03-24,Control,Web,Referral
PF00372,signup_start,2024-03-25,Control,Web,Referral
PF00372,signup_complete,2024-03-25,Control,Web,Referral
PF00372,onboarding_start,2024-03-25,Control,Web,Referral
PF00373,app_open,2024-01-24,Variant_B,Web,Social Media
PF00374,app_open,2024-04-26,Control,Android,Social Media
PF00374,signup_start,2024-04-27,Control,Android,Social Media
PF00374,signup_complete,2024-04-27,Control,Android,Social Media
PF00374,onboarding_start,2024-04-29,Control,Android,Social Media
PF00375,app_open,2024-04-29,Variant_B,Android,Paid Ads
PF00375,signup_start,2024-05-01,Variant_B,Android,Paid Ads
PF00375,signup_complete,2024-05-03,Variant_B,Android,Paid Ads
PF00375,onboarding_start,2024-05-04,Variant_B,Android,Paid Ads
PF00376,app_open,2024-03-27,Variant_B,Android,Referral
PF00377,app_open,2024-05-06,Control,Web,Social Media
PF00377,signup_start,2024-05-07,Control,Web,Social Media
PF00377,signup_complete,2024-05-08,Control,Web,Social Media
PF00377,onboarding_start,2024-05-08,Control,Web,Social Media
PF00377,onboarding_complete,2024-05-09,Control,Web,Social Media
PF00377,kyc_submitted,2024-05-11,Control,Web,Social Media
PF00378,app_open,2024-02-16,Control,Android,Organic Search
PF00378,signup_start,2024-02-16,Control,Android,Organic Search
PF00378,signup_complete,2024-02-16,Control,Android,Organic Search
PF00379,app_open,2024-02-25,Control,Android,Word of Mouth
PF00379,signup_start,2024-02-27,Control,Android,Word of Mouth
PF00380,app_open,2024-03-07,Variant_B,iOS,Organic Search
PF00380,signup_start,2024-03-09,Variant_B,iOS,Organic Search
PF00380,signup_complete,2024-03-10,Variant_B,iOS,Organic Search
PF00380,onboarding_start,2024-03-11,Variant_B,iOS,Organic Search
PF00381,app_open,2024-03-13,Control,Web,Social Media
PF00381,signup_start,2024-03-14,Control,Web,Social Media
PF00382,app_open,2024-05-22,Variant_B,Android,Organic Search
PF00383,app_open,2024-05-12,Control,Web,Organic Search
PF00383,signup_start,2024-05-12,Control,Web,Organic Search
PF00384,app_open,2024-01-23,Control,Android,Organic Search
PF00384,signup_start,2024-01-23,Control,Android,Organic Search
PF00384,signup_complete,2024-01-24,Control,Android,Organic Search
PF00385,app_open,2024-04-15,Control,iOS,Referral
PF00385,signup_start,2024-04-17,Control,iOS,Referral
PF00385,signup_complete,2024-04-18,Control,iOS,Referral
PF00385,onboarding_start,2024-04-19,Control,iOS,Referral
PF00386,app_open,2024-05-22,Control,Web,Referral
PF00386,signup_start,2024-05-24,Control,Web,Referral
PF00386,signup_complete,2024-05-25,Control,Web,Referral
PF00386,onboarding_start,2024-05-25,Control,Web,Referral
PF00386,onboarding_complete,2024-05-27,Control,Web,Referral
PF00386,kyc_submitted,2024-05-27,Control,Web,Referral
PF00387,app_open,2024-06-26,Control,Web,Social Media
PF00388,app_open,2024-06-14,Control,Android,Organic Search
PF00388,signup_start,2024-06-14,Control,Android,Organic Search
PF00388,signup_complete,2024-06-15,Control,Android,Organic Search
PF00388,onboarding_start,2024-06-16,Control,Android,Organic Search
PF00388,onboarding_complete,2024-06-17,Control,Android,Organic Search
PF00388,kyc_submitted,2024-06-17,Control,Android,Organic Search
PF00388,kyc_approved,2024-06-18,Control,Android,Organic Search
PF00389,app_open,2024-04-25,Variant_B,Web,Social Media
PF00389,signup_start,2024-04-26,Variant_B,Web,Social Media
PF00389,signup_complete,2024-04-28,Variant_B,Web,Social Media
PF00389,onboarding_start,2024-04-29,Variant_B,Web,Social Media
PF00390,app_open,2024-01-05,Control,Android,Word of Mouth
PF00390,signup_start,2024-01-05,Control,Android,Word of Mouth
PF00391,app_open,2024-03-16,Control,Android,Social Media
PF00391,signup_start,2024-03-18,Control,Android,Social Media
PF00392,app_open,2024-04-14,Variant_B,Android,Referral
PF00392,signup_start,2024-04-15,Variant_B,Android,Referral
PF00392,signup_complete,2024-04-17,Variant_B,Android,Referral
PF00392,onboarding_start,2024-04-19,Variant_B,Android,Referral
PF00392,onboarding_complete,2024-04-20,Variant_B,Android,Referral
PF00392,kyc_submitted,2024-04-21,Variant_B,Android,Referral
PF00392,kyc_approved,2024-04-23,Variant_B,Android,Referral
PF00392,first_transaction,2024-04-24,Variant_B,Android,Referral
PF00393,app_open,2024-03-04,Variant_B,Web,Social Media
PF00393,signup_start,2024-03-04,Variant_B,Web,Social Media
PF00394,app_open,2024-06-18,Variant_B,Android,Organic Search
PF00394,signup_start,2024-06-19,Variant_B,Android,Organic Search
PF00394,signup_complete,2024-06-20,Variant_B,Android,Organic Search
PF00394,onboarding_start,2024-06-22,Variant_B,Android,Organic Search
PF00394,onboarding_complete,2024-06-24,Variant_B,Android,Organic Search
PF00395,app_open,2024-04-05,Control,Android,Organic Search
PF00396,app_open,2024-05-22,Variant_B,Android,Referral
PF00397,app_open,2024-03-30,Control,iOS,Organic Search
PF00397,signup_start,2024-03-31,Control,iOS,Organic Search
PF00398,app_open,2024-05-20,Control,iOS,Social Media
PF00398,signup_start,2024-05-21,Control,iOS,Social Media
PF00398,signup_complete,2024-05-22,Control,iOS,Social Media
PF00398,onboarding_start,2024-05-22,Control,iOS,Social Media
PF00399,app_open,2024-03-31,Variant_B,iOS,Social Media
PF00399,signup_start,2024-03-31,Variant_B,iOS,Social Media
PF00399,signup_complete,2024-04-02,Variant_B,iOS,Social Media
PF00399,onboarding_start,2024-04-03,Variant_B,iOS,Social Media
PF00399,onboarding_complete,2024-04-03,Variant_B,iOS,Social Media
PF00399,kyc_submitted,2024-04-04,Variant_B,iOS,Social Media
PF00399,kyc_approved,2024-04-06,Variant_B,iOS,Social Media
PF00399,first_transaction,2024-04-06,Variant_B,iOS,Social Media
PF00400,app_open,2024-04-26,Control,Web,Paid Ads
PF00401,app_open,2024-03-19,Variant_B,Android,Referral
PF00401,signup_start,2024-03-20,Variant_B,Android,Referral
PF00401,signup_complete,2024-03-21,Variant_B,Android,Referral
PF00401,onboarding_start,2024-03-23,Variant_B,Android,Referral
PF00401,onboarding_complete,2024-03-23,Variant_B,Android,Referral
PF00402,app_open,2024-02-29,Control,Android,Organic Search
PF00402,signup_start,2024-03-02,Control,Android,Organic Search
PF00403,app_open,2024-02-19,Control,Android,App Store
PF00403,signup_start,2024-02-21,Control,Android,App Store
PF00403,signup_complete,2024-02-22,Control,Android,App Store
PF00404,app_open,2024-01-31,Control,Web,Paid Ads
PF00404,signup_start,2024-02-01,Control,Web,Paid Ads
PF00405,app_open,2024-05-17,Variant_B,iOS,Paid Ads
PF00405,signup_start,2024-05-18,Variant_B,iOS,Paid Ads
PF00405,signup_complete,2024-05-19,Variant_B,iOS,Paid Ads
PF00405,onboarding_start,2024-05-19,Variant_B,iOS,Paid Ads
PF00405,onboarding_complete,2024-05-20,Variant_B,iOS,Paid Ads
PF00405,kyc_submitted,2024-05-21,Variant_B,iOS,Paid Ads
PF00405,kyc_approved,2024-05-22,Variant_B,iOS,Paid Ads
PF00405,first_transaction,2024-05-22,Variant_B,iOS,Paid Ads
PF00406,app_open,2024-02-20,Variant_B,Android,Social Media
PF00406,signup_start,2024-02-21,Variant_B,Android,Social Media
PF00407,app_open,2024-05-04,Variant_B,Android,Referral
PF00407,signup_start,2024-05-05,Variant_B,Android,Referral
PF00407,signup_complete,2024-05-07,Variant_B,Android,Referral
PF00407,onboarding_start,2024-05-08,Variant_B,Android,Referral
PF00407,onboarding_complete,2024-05-09,Variant_B,Android,Referral
PF00407,kyc_submitted,2024-05-11,Variant_B,Android,Referral
PF00407,kyc_approved,2024-05-12,Variant_B,Android,Referral
PF00408,app_open,2024-05-31,Control,Android,Paid Ads
PF00408,signup_start,2024-05-31,Control,Android,Paid Ads
PF00409,app_open,2024-01-27,Variant_B,iOS,Social Media
PF00409,signup_start,2024-01-28,Variant_B,iOS,Social Media
PF00409,signup_complete,2024-01-28,Variant_B,iOS,Social Media
PF00409,onboarding_start,2024-01-29,Variant_B,iOS,Social Media
PF00409,onboarding_complete,2024-01-30,Variant_B,iOS,Social Media
PF00409,kyc_submitted,2024-01-31,Variant_B,iOS,Social Media
PF00409,kyc_approved,2024-02-01,Variant_B,iOS,Social Media
PF00409,first_transaction,2024-02-02,Variant_B,iOS,Social Media
PF00410,app_open,2024-03-17,Control,Android,App Store
PF00410,signup_start,2024-03-18,Control,Android,App Store
PF00410,signup_complete,2024-03-18,Control,Android,App Store
PF00410,onboarding_start,2024-03-19,Control,Android,App Store
PF00410,onboarding_complete,2024-03-21,Control,Android,App Store
PF00411,app_open,2024-04-02,Control,Android,Paid Ads
PF00411,signup_start,2024-04-03,Control,Android,Paid Ads
PF00411,signup_complete,2024-04-03,Control,Android,Paid Ads
PF00411,onboarding_start,2024-04-04,Control,Android,Paid Ads
PF00412,app_open,2024-03-19,Control,Android,Organic Search
PF00412,signup_start,2024-03-21,Control,Android,Organic Search
PF00412,signup_complete,2024-03-22,Control,Android,Organic Search
PF00412,onboarding_start,2024-03-22,Control,Android,Organic Search
PF00413,app_open,2024-05-17,Control,Web,Paid Ads
PF00413,signup_start,2024-05-19,Control,Web,Paid Ads
PF00413,signup_complete,2024-05-19,Control,Web,Paid Ads
PF00413,onboarding_start,2024-05-20,Control,Web,Paid Ads
PF00414,app_open,2024-03-11,Control,iOS,Social Media
PF00415,app_open,2024-01-14,Variant_B,Web,App Store
PF00415,signup_start,2024-01-16,Variant_B,Web,App Store
PF00415,signup_complete,2024-01-16,Variant_B,Web,App Store
PF00415,onboarding_start,2024-01-16,Variant_B,Web,App Store
PF00415,onboarding_complete,2024-01-17,Variant_B,Web,App Store
PF00416,app_open,2024-06-27,Variant_B,Android,Organic Search
PF00416,signup_start,2024-06-28,Variant_B,Android,Organic Search
PF00416,signup_complete,2024-06-30,Variant_B,Android,Organic Search
PF00417,app_open,2024-06-13,Variant_B,Android,Organic Search
PF00417,signup_start,2024-06-14,Variant_B,Android,Organic Search
PF00417,signup_complete,2024-06-15,Variant_B,Android,Organic Search
PF00417,onboarding_start,2024-06-17,Variant_B,Android,Organic Search
PF00417,onboarding_complete,2024-06-17,Variant_B,Android,Organic Search
PF00417,kyc_submitted,2024-06-18,Variant_B,Android,Organic Search
PF00417,kyc_approved,2024-06-19,Variant_B,Android,Organic Search
PF00417,first_transaction,2024-06-20,Variant_B,Android,Organic Search
PF00418,app_open,2024-01-27,Control,Android,Referral
PF00418,signup_start,2024-01-27,Control,Android,Referral
PF00419,app_open,2024-05-26,Variant_B,Web,Organic Search
PF00419,signup_start,2024-05-26,Variant_B,Web,Organic Search
PF00420,app_open,2024-05-01,Control,iOS,Organic Search
PF00420,signup_start,2024-05-01,Control,iOS,Organic Search
PF00421,app_open,2024-04-23,Variant_B,Android,Referral
PF00422,app_open,2024-02-18,Variant_B,Android,Paid Ads
PF00423,app_open,2024-03-06,Control,Android,Word of Mouth
PF00423,signup_start,2024-03-08,Control,Android,Word of Mouth
PF00424,app_open,2024-01-31,Control,Android,Word of Mouth
PF00425,app_open,2024-04-13,Control,Android,App Store
PF00425,signup_start,2024-04-15,Control,Android,App Store
PF00425,signup_complete,2024-04-16,Control,Android,App Store
PF00425,onboarding_start,2024-04-17,Control,Android,App Store
PF00426,app_open,2024-01-19,Variant_B,Android,Social Media
PF00426,signup_start,2024-01-19,Variant_B,Android,Social Media
PF00426,signup_complete,2024-01-21,Variant_B,Android,Social Media
PF00426,onboarding_start,2024-01-23,Variant_B,Android,Social Media
PF00427,app_open,2024-02-09,Variant_B,Android,App Store
PF00427,signup_start,2024-02-10,Variant_B,Android,App Store
PF00427,signup_complete,2024-02-11,Variant_B,Android,App Store
PF00427,onboarding_start,2024-02-12,Variant_B,Android,App Store
PF00427,onboarding_complete,2024-02-13,Variant_B,Android,App Store
PF00427,kyc_submitted,2024-02-13,Variant_B,Android,App Store
PF00427,kyc_approved,2024-02-15,Variant_B,Android,App Store
PF00428,app_open,2024-05-24,Control,Android,Word of Mouth
PF00428,signup_start,2024-05-26,Control,Android,Word of Mouth
PF00428,signup_complete,2024-05-27,Control,Android,Word of Mouth
PF00428,onboarding_start,2024-05-27,Control,Android,Word of Mouth
PF00428,onboarding_complete,2024-05-28,Control,Android,Word of Mouth
PF00429,app_open,2024-01-22,Control,iOS,Word of Mouth
PF00429,signup_start,2024-01-23,Control,iOS,Word of Mouth
PF00429,signup_complete,2024-01-24,Control,iOS,Word of Mouth
PF00429,onboarding_start,2024-01-26,Control,iOS,Word of Mouth
PF00430,app_open,2024-01-31,Control,Android,Paid Ads
PF00430,signup_start,2024-01-31,Control,Android,Paid Ads
PF00430,signup_complete,2024-02-01,Control,Android,Paid Ads
PF00430,onboarding_start,2024-02-02,Control,Android,Paid Ads
PF00431,app_open,2024-06-04,Variant_B,Web,Social Media
PF00431,signup_start,2024-06-06,Variant_B,Web,Social Media
PF00431,signup_complete,2024-06-06,Variant_B,Web,Social Media
PF00431,onboarding_start,2024-06-07,Variant_B,Web,Social Media
PF00431,onboarding_complete,2024-06-08,Variant_B,Web,Social Media
PF00431,kyc_submitted,2024-06-09,Variant_B,Web,Social Media
PF00431,kyc_approved,2024-06-09,Variant_B,Web,Social Media
PF00432,app_open,2024-06-08,Variant_B,iOS,Word of Mouth
PF00432,signup_start,2024-06-09,Variant_B,iOS,Word of Mouth
PF00432,signup_complete,2024-06-10,Variant_B,iOS,Word of Mouth
PF00432,onboarding_start,2024-06-10,Variant_B,iOS,Word of Mouth
PF00433,app_open,2024-05-13,Control,iOS,Organic Search
PF00434,app_open,2024-04-25,Control,Web,Social Media
PF00435,app_open,2024-03-17,Control,Web,Social Media
PF00435,signup_start,2024-03-18,Control,Web,Social Media
PF00435,signup_complete,2024-03-19,Control,Web,Social Media
PF00435,onboarding_start,2024-03-20,Control,Web,Social Media
PF00436,app_open,2024-03-19,Control,Android,Organic Search
PF00436,signup_start,2024-03-19,Control,Android,Organic Search
PF00436,signup_complete,2024-03-19,Control,Android,Organic Search
PF00436,onboarding_start,2024-03-20,Control,Android,Organic Search
PF00437,app_open,2024-06-07,Control,Web,Organic Search
PF00437,signup_start,2024-06-09,Control,Web,Organic Search
PF00437,signup_complete,2024-06-10,Control,Web,Organic Search
PF00438,app_open,2024-06-06,Control,iOS,Referral
PF00438,signup_start,2024-06-07,Control,iOS,Referral
PF00438,signup_complete,2024-06-09,Control,iOS,Referral
PF00438,onboarding_start,2024-06-11,Control,iOS,Referral
PF00438,onboarding_complete,2024-06-11,Control,iOS,Referral
PF00438,kyc_submitted,2024-06-12,Control,iOS,Referral
PF00439,app_open,2024-02-24,Variant_B,Android,Organic Search
PF00439,signup_start,2024-02-25,Variant_B,Android,Organic Search
PF00439,signup_complete,2024-02-26,Variant_B,Android,Organic Search
PF00440,app_open,2024-03-08,Variant_B,Android,Paid Ads
PF00441,app_open,2024-02-10,Control,Android,Referral
PF00441,signup_start,2024-02-11,Control,Android,Referral
PF00441,signup_complete,2024-02-11,Control,Android,Referral
PF00442,app_open,2024-02-16,Control,iOS,Organic Search
PF00442,signup_start,2024-02-17,Control,iOS,Organic Search
PF00442,signup_complete,2024-02-17,Control,iOS,Organic Search
PF00442,onboarding_start,2024-02-19,Control,iOS,Organic Search
PF00443,app_open,2024-02-10,Control,Web,Organic Search
PF00443,signup_start,2024-02-11,Control,Web,Organic Search
PF00443,signup_complete,2024-02-12,Control,Web,Organic Search
PF00443,onboarding_start,2024-02-13,Control,Web,Organic Search
PF00444,app_open,2024-04-15,Control,Web,Organic Search
PF00444,signup_start,2024-04-15,Control,Web,Organic Search
PF00445,app_open,2024-06-26,Variant_B,Android,Organic Search
PF00445,signup_start,2024-06-27,Variant_B,Android,Organic Search
PF00445,signup_complete,2024-06-28,Variant_B,Android,Organic Search
PF00445,onboarding_start,2024-06-29,Variant_B,Android,Organic Search
PF00445,onboarding_complete,2024-07-01,Variant_B,Android,Organic Search
PF00445,kyc_submitted,2024-07-01,Variant_B,Android,Organic Search
PF00445,kyc_approved,2024-07-03,Variant_B,Android,Organic Search
PF00446,app_open,2024-03-16,Variant_B,Android,App Store
PF00446,signup_start,2024-03-16,Variant_B,Android,App Store
PF00446,signup_complete,2024-03-17,Variant_B,Android,App Store
PF00446,onboarding_start,2024-03-18,Variant_B,Android,App Store
PF00446,onboarding_complete,2024-03-18,Variant_B,Android,App Store
PF00446,kyc_submitted,2024-03-20,Variant_B,Android,App Store
PF00447,app_open,2024-03-01,Variant_B,Web,Paid Ads
PF00448,app_open,2024-06-29,Control,Android,Social Media
PF00448,signup_start,2024-06-29,Control,Android,Social Media
PF00448,signup_complete,2024-06-30,Control,Android,Social Media
PF00448,onboarding_start,2024-07-01,Control,Android,Social Media
PF00448,onboarding_complete,2024-07-02,Control,Android,Social Media
PF00448,kyc_submitted,2024-07-03,Control,Android,Social Media
PF00449,app_open,2024-06-29,Control,Android,App Store
PF00449,signup_start,2024-06-29,Control,Android,App Store
PF00450,app_open,2024-01-19,Control,iOS,Paid Ads
PF00450,signup_start,2024-01-20,Control,iOS,Paid Ads
PF00450,signup_complete,2024-01-20,Control,iOS,Paid Ads
PF00450,onboarding_start,2024-01-21,Control,iOS,Paid Ads
PF00450,onboarding_complete,2024-01-22,Control,iOS,Paid Ads
PF00451,app_open,2024-03-10,Control,Android,Word of Mouth
PF00451,signup_start,2024-03-11,Control,Android,Word of Mouth
PF00451,signup_complete,2024-03-12,Control,Android,Word of Mouth
PF00451,onboarding_start,2024-03-14,Control,Android,Word of Mouth
PF00451,onboarding_complete,2024-03-14,Control,Android,Word of Mouth
PF00451,kyc_submitted,2024-03-14,Control,Android,Word of Mouth
PF00452,app_open,2024-06-09,Variant_B,Android,Organic Search
PF00452,signup_start,2024-06-09,Variant_B,Android,Organic Search
PF00452,signup_complete,2024-06-10,Variant_B,Android,Organic Search
PF00452,onboarding_start,2024-06-12,Variant_B,Android,Organic Search
PF00452,onboarding_complete,2024-06-12,Variant_B,Android,Organic Search
PF00452,kyc_submitted,2024-06-13,Variant_B,Android,Organic Search
PF00452,kyc_approved,2024-06-14,Variant_B,Android,Organic Search
PF00453,app_open,2024-04-19,Control,Android,Paid Ads
PF00453,signup_start,2024-04-19,Control,Android,Paid Ads
PF00453,signup_complete,2024-04-20,Control,Android,Paid Ads
PF00453,onboarding_start,2024-04-21,Control,Android,Paid Ads
PF00453,onboarding_complete,2024-04-21,Control,Android,Paid Ads
PF00453,kyc_submitted,2024-04-23,Control,Android,Paid Ads
PF00454,app_open,2024-05-19,Control,Android,Social Media
PF00454,signup_start,2024-05-21,Control,Android,Social Media
PF00454,signup_complete,2024-05-21,Control,Android,Social Media
PF00454,onboarding_start,2024-05-23,Control,Android,Social Media
PF00454,onboarding_complete,2024-05-23,Control,Android,Social Media
PF00454,kyc_submitted,2024-05-25,Control,Android,Social Media
PF00455,app_open,2024-06-15,Control,Android,Social Media
PF00455,signup_start,2024-06-16,Control,Android,Social Media
PF00455,signup_complete,2024-06-17,Control,Android,Social Media
PF00455,onboarding_start,2024-06-17,Control,Android,Social Media
PF00456,app_open,2024-03-09,Control,Web,Referral
PF00456,signup_start,2024-03-10,Control,Web,Referral
PF00457,app_open,2024-01-20,Control,Android,Paid Ads
PF00457,signup_start,2024-01-21,Control,Android,Paid Ads
PF00458,app_open,2024-02-13,Variant_B,Android,Word of Mouth
PF00458,signup_start,2024-02-14,Variant_B,Android,Word of Mouth
PF00458,signup_complete,2024-02-15,Variant_B,Android,Word of Mouth
PF00458,onboarding_start,2024-02-17,Variant_B,Android,Word of Mouth
PF00459,app_open,2024-06-01,Variant_B,Web,Organic Search
PF00460,app_open,2024-05-25,Control,Android,Organic Search
PF00460,signup_start,2024-05-26,Control,Android,Organic Search
PF00461,app_open,2024-04-22,Control,iOS,Word of Mouth
PF00461,signup_start,2024-04-24,Control,iOS,Word of Mouth
PF00461,signup_complete,2024-04-24,Control,iOS,Word of Mouth
PF00461,onboarding_start,2024-04-25,Control,iOS,Word of Mouth
PF00462,app_open,2024-04-30,Control,iOS,Paid Ads
PF00462,signup_start,2024-05-01,Control,iOS,Paid Ads
PF00463,app_open,2024-06-30,Variant_B,Web,Social Media
PF00463,signup_start,2024-06-30,Variant_B,Web,Social Media
PF00463,signup_complete,2024-07-02,Variant_B,Web,Social Media
PF00463,onboarding_start,2024-07-02,Variant_B,Web,Social Media
PF00463,onboarding_complete,2024-07-03,Variant_B,Web,Social Media
PF00464,app_open,2024-03-11,Control,Web,Paid Ads
PF00465,app_open,2024-04-23,Variant_B,iOS,Organic Search
PF00466,app_open,2024-06-02,Control,Android,Social Media
PF00466,signup_start,2024-06-04,Control,Android,Social Media
PF00467,app_open,2024-04-20,Variant_B,Web,Organic Search
PF00467,signup_start,2024-04-22,Variant_B,Web,Organic Search
PF00468,app_open,2024-03-24,Control,Android,Organic Search
PF00468,signup_start,2024-03-25,Control,Android,Organic Search
PF00468,signup_complete,2024-03-26,Control,Android,Organic Search
PF00468,onboarding_start,2024-03-27,Control,Android,Organic Search
PF00469,app_open,2024-03-05,Control,Android,Word of Mouth
PF00469,signup_start,2024-03-07,Control,Android,Word of Mouth
PF00470,app_open,2024-01-24,Control,Android,Paid Ads
PF00470,signup_start,2024-01-25,Control,Android,Paid Ads
PF00470,signup_complete,2024-01-27,Control,Android,Paid Ads
PF00470,onboarding_start,2024-01-28,Control,Android,Paid Ads
PF00470,onboarding_complete,2024-01-29,Control,Android,Paid Ads
PF00471,app_open,2024-06-21,Control,Android,Referral
PF00471,signup_start,2024-06-21,Control,Android,Referral
PF00471,signup_complete,2024-06-22,Control,Android,Referral
PF00471,onboarding_start,2024-06-23,Control,Android,Referral
PF00471,onboarding_complete,2024-06-23,Control,Android,Referral
PF00472,app_open,2024-06-22,Control,Web,Word of Mouth
PF00472,signup_start,2024-06-24,Control,Web,Word of Mouth
PF00473,app_open,2024-05-27,Variant_B,Android,Referral
PF00473,signup_start,2024-05-28,Variant_B,Android,Referral
PF00473,signup_complete,2024-05-29,Variant_B,Android,Referral
PF00473,onboarding_start,2024-05-30,Variant_B,Android,Referral
PF00473,onboarding_complete,2024-05-31,Variant_B,Android,Referral
PF00473,kyc_submitted,2024-06-02,Variant_B,Android,Referral
PF00473,kyc_approved,2024-06-03,Variant_B,Android,Referral
PF00474,app_open,2024-02-14,Control,Android,Word of Mouth
PF00474,signup_start,2024-02-16,Control,Android,Word of Mouth
PF00474,signup_complete,2024-02-16,Control,Android,Word of Mouth
PF00474,onboarding_start,2024-02-17,Control,Android,Word of Mouth
PF00475,app_open,2024-05-12,Control,iOS,Organic Search
PF00475,signup_start,2024-05-13,Control,iOS,Organic Search
PF00475,signup_complete,2024-05-13,Control,iOS,Organic Search
PF00476,app_open,2024-03-14,Control,Android,Organic Search
PF00476,signup_start,2024-03-14,Control,Android,Organic Search
PF00476,signup_complete,2024-03-14,Control,Android,Organic Search
PF00476,onboarding_start,2024-03-16,Control,Android,Organic Search
PF00477,app_open,2024-05-29,Variant_B,Android,App Store
PF00478,app_open,2024-06-12,Control,iOS,Referral
PF00479,app_open,2024-05-06,Control,Android,Paid Ads
PF00480,app_open,2024-05-01,Control,Android,App Store
PF00480,signup_start,2024-05-02,Control,Android,App Store
PF00480,signup_complete,2024-05-04,Control,Android,App Store
PF00481,app_open,2024-04-14,Control,iOS,Organic Search
PF00482,app_open,2024-03-24,Control,iOS,App Store
PF00482,signup_start,2024-03-24,Control,iOS,App Store
PF00482,signup_complete,2024-03-25,Control,iOS,App Store
PF00482,onboarding_start,2024-03-26,Control,iOS,App Store
PF00482,onboarding_complete,2024-03-27,Control,iOS,App Store
PF00483,app_open,2024-02-11,Control,iOS,Social Media
PF00483,signup_start,2024-02-12,Control,iOS,Social Media
PF00483,signup_complete,2024-02-12,Control,iOS,Social Media
PF00483,onboarding_start,2024-02-12,Control,iOS,Social Media
PF00484,app_open,2024-04-15,Variant_B,iOS,Paid Ads
PF00484,signup_start,2024-04-17,Variant_B,iOS,Paid Ads
PF00485,app_open,2024-03-14,Control,Android,Word of Mouth
PF00485,signup_start,2024-03-14,Control,Android,Word of Mouth
PF00485,signup_complete,2024-03-15,Control,Android,Word of Mouth
PF00486,app_open,2024-05-20,Control,Web,Organic Search
PF00486,signup_start,2024-05-20,Control,Web,Organic Search
PF00487,app_open,2024-04-26,Variant_B,iOS,Social Media
PF00487,signup_start,2024-04-26,Variant_B,iOS,Social Media
PF00487,signup_complete,2024-04-28,Variant_B,iOS,Social Media
PF00488,app_open,2024-03-22,Control,Android,Referral
PF00488,signup_start,2024-03-24,Control,Android,Referral
PF00488,signup_complete,2024-03-24,Control,Android,Referral
PF00488,onboarding_start,2024-03-26,Control,Android,Referral
PF00489,app_open,2024-03-23,Control,Android,Referral
PF00489,signup_start,2024-03-24,Control,Android,Referral
PF00490,app_open,2024-04-14,Variant_B,iOS,Word of Mouth
PF00490,signup_start,2024-04-15,Variant_B,iOS,Word of Mouth
PF00490,signup_complete,2024-04-17,Variant_B,iOS,Word of Mouth
PF00490,onboarding_start,2024-04-18,Variant_B,iOS,Word of Mouth
PF00491,app_open,2024-05-12,Control,Android,Organic Search
PF00491,signup_start,2024-05-13,Control,Android,Organic Search
PF00491,signup_complete,2024-05-14,Control,Android,Organic Search
PF00491,onboarding_start,2024-05-15,Control,Android,Organic Search
PF00492,app_open,2024-06-17,Variant_B,Android,Referral
PF00492,signup_start,2024-06-19,Variant_B,Android,Referral
PF00492,signup_complete,2024-06-19,Variant_B,Android,Referral
PF00492,onboarding_start,2024-06-21,Variant_B,Android,Referral
PF00492,onboarding_complete,2024-06-22,Variant_B,Android,Referral
PF00492,kyc_submitted,2024-06-23,Variant_B,Android,Referral
PF00492,kyc_approved,2024-06-24,Variant_B,Android,Referral
PF00492,first_transaction,2024-06-24,Variant_B,Android,Referral
PF00493,app_open,2024-05-19,Variant_B,iOS,Social Media
