user_id,signup_date,signup_month,channel,device,age_group,state,occupation,ab_variant,completed_onboarding,activated,plan,last_active_date,months_observed,days_since_signup,is_churned
PF02632,2024-06-01,2024-06,Referral,Web,18-24,Edo,Freelancer,Control,True,True,Free,2024-06-01,4,121,1
PF02633,2024-02-14,2024-02,Word of Mouth,Android,25-34,Rivers,Freelancer,Variant_B,False,True,Basic,2024-02-17,7,229,1
PF02634,2024-04-22,2024-04,Word of Mouth,iOS,35-44,Lagos,Trader/Business Owner,Variant_B,True,True,Premium,2024-06-29,5,161,1
PF02635,2024-02-21,2024-02,Organic Search,Android,25-34,Lagos,Trader/Business Owner,Variant_B,True,False,Premium,2024-02-23,7,222,1
PF02636,2024-02-19,2024-02,Paid Ads,iOS,35-44,Abuja,Salaried Employee,Variant_B,True,True,Basic,2024-05-01,7,224,1
PF02637,2024-06-02,2024-06,Organic Search,Android,25-34,Abuja,Salaried Employee,Control,True,False,Free,2024-06-03,4,120,1
PF02638,2024-06-06,2024-06,Organic Search,Web,35-44,Lagos,Student,Control,False,False,Free,2024-06-07,3,116,1
PF02639,2024-06-21,2024-06,Word of Mouth,Android,25-34,Abuja,Trader/Business Owner,Variant_B,True,True,Free,2024-07-30,3,101,1
PF02640,2024-04-02,2024-04,Word of Mouth,iOS,25-34,Lagos,Salaried Employee,Variant_B,True,True,Free,2024-04-03,6,181,1
PF02641,2024-06-16,2024-06,Word of Mouth,iOS,45-54,Lagos,Freelancer,Variant_B,True,False,Basic,2024-06-16,3,106,1
PF02642,2024-02-10,2024-02,Organic Search,Web,35-44,Anambra,Trader/Business Owner,Variant_B,True,True,Free,2024-02-10,7,233,1
PF02643,2024-03-11,2024-03,Organic Search,iOS,25-34,Lagos,Salaried Employee,Variant_B,True,True,Free,2024-03-14,6,203,1
PF02644,2024-03-31,2024-03,Referral,Web,25-34,Abuja,Freelancer,Control,False,False,Free,2024-07-20,6,183,1
PF02645,2024-04-11,2024-04,Social Media,iOS,35-44,Kaduna,Student,Control,True,False,Free,2024-04-14,5,172,1
PF02646,2024-05-30,2024-05,App Store,iOS,25-34,Kaduna,Trader/Business Owner,Control,True,False,Free,2024-08-04,4,123,1
PF02647,2024-05-12,2024-05,Referral,iOS,25-34,Delta,Salaried Employee,Control,True,True,Free,2024-06-29,4,141,1
PF02648,2024-06-29,2024-06,App Store,Android,35-44,Kano,Trader/Business Owner,Control,False,False,Free,2024-06-29,3,93,1
PF02649,2024-01-24,2024-01,Organic Search,Android,25-34,Lagos,Salaried Employee,Control,False,False,Free,2024-01-26,8,250,1
PF02650,2024-05-23,2024-05,Paid Ads,Android,35-44,Lagos,Trader/Business Owner,Control,False,False,Free,2024-05-25,4,130,1
PF02651,2024-03-29,2024-03,Referral,Web,55+,Kano,Trader/Business Owner,Control,True,True,Basic,2024-07-25,6,185,1
PF02652,2024-03-11,2024-03,Organic Search,Android,25-34,Lagos,Salaried Employee,Control,True,True,Free,2024-05-07,6,203,1
PF02653,2024-06-04,2024-06,Paid Ads,iOS,35-44,Lagos,Student,Control,False,True,Free,2024-06-05,3,118,1
PF02654,2024-04-26,2024-04,App Store,iOS,25-34,Lagos,Trader/Business Owner,Variant_B,True,False,Free,2024-04-29,5,157,1
PF02655,2024-05-27,2024-05,Organic Search,Web,18-24,Lagos,Salaried Employee,Control,False,False,Free,2024-05-27,4,126,1
PF02656,2024-03-07,2024-03,App Store,Web,25-34,Delta,Salaried Employee,Control,True,True,Free,2024-03-08,6,207,1
PF02657,2024-04-14,2024-04,App Store,iOS,45-54,Rivers,Other,Control,True,False,Free,2024-04-14,5,169,1
PF02658,2024-05-23,2024-05,App Store,Android,18-24,Oyo,Civil Servant,Control,False,False,Free,2024-05-23,4,130,1
PF02659,2024-05-08,2024-05,Social Media,Android,35-44,Delta,Student,Control,True,False,Premium,2024-05-10,4,145,1
PF02660,2024-03-28,2024-03,Social Media,Web,35-44,Kaduna,Trader/Business Owner,Variant_B,False,False,Free,2024-08-01,6,186,1
PF02661,2024-05-11,2024-05,Social Media,Web,18-24,Anambra,Trader/Business Owner,Control,True,True,Basic,2024-05-13,4,142,1
PF02662,2024-05-17,2024-05,Paid Ads,iOS,25-34,Abuja,Trader/Business Owner,Variant_B,True,False,Free,2024-05-19,4,136,1
PF02663,2024-06-26,2024-06,Paid Ads,Android,18-24,Anambra,Salaried Employee,Control,True,True,Free,2024-06-29,3,96,1
PF02664,2024-04-06,2024-04,Social Media,iOS,45-54,Abuja,Student,Control,False,False,Free,2024-04-09,5,177,1
PF02665,2024-03-03,2024-03,Organic Search,Android,18-24,Lagos,Salaried Employee,Variant_B,True,False,Free,2024-03-05,7,211,1
PF02666,2024-04-27,2024-04,Organic Search,Android,18-24,Lagos,Student,Control,False,False,Free,2024-09-18,5,156,0
PF02667,2024-04-27,2024-04,Social Media,iOS,25-34,Lagos,Student,Control,True,False,Free,2024-05-28,5,156,1
PF02668,2024-05-30,2024-05,Referral,iOS,35-44,Kaduna,Student,Control,True,False,Free,2024-05-30,4,123,1
PF02669,2024-05-03,2024-05,Word of Mouth,Android,35-44,Abuja,Student,Variant_B,True,False,Free,2024-05-03,5,150,1
PF02670,2024-03-07,2024-03,Paid Ads,Android,18-24,Edo,Salaried Employee,Variant_B,False,False,Free,2024-03-07,6,207,1
PF02671,2024-04-07,2024-04,Word of Mouth,Android,45-54,Lagos,Other,Variant_B,True,True,Free,2024-05-20,5,176,1
PF02672,2024-02-26,2024-02,App Store,iOS,18-24,Lagos,Salaried Employee,Variant_B,True,True,Free,2024-02-27,7,217,1
PF02673,2024-03-21,2024-03,Organic Search,Android,25-34,Lagos,Trader/Business Owner,Variant_B,False,False,Free,2024-03-24,6,193,1
PF02674,2024-03-31,2024-03,App Store,Android,18-24,Anambra,Salaried Employee,Control,False,False,Free,2024-06-15,6,183,1
PF02675,2024-05-17,2024-05,Paid Ads,Android,35-44,Abuja,Student,Variant_B,True,False,Free,2024-08-28,4,136,1
PF02676,2024-06-28,2024-06,Referral,Android,35-44,Kano,Trader/Business Owner,Control,True,True,Basic,2024-08-24,3,94,1
PF02677,2024-03-08,2024-03,Paid Ads,iOS,25-34,Anambra,Student,Control,False,True,Basic,2024-03-09,6,206,1
PF02678,2024-03-14,2024-03,Social Media,iOS,45-54,Delta,Student,Variant_B,True,False,Free,2024-03-14,6,200,1
PF02679,2024-04-12,2024-04,Referral,Android,25-34,Anambra,Civil Servant,Control,False,False,Free,2024-04-14,5,171,1
PF02680,2024-01-20,2024-01,Paid Ads,iOS,25-34,Lagos,Freelancer,Variant_B,True,True,Premium,2024-01-21,8,254,1
PF02681,2024-05-01,2024-05,Referral,Android,25-34,Abuja,Student,Variant_B,False,False,Free,2024-08-08,5,152,1
PF02682,2024-03-31,2024-03,Referral,Android,35-44,Lagos,Trader/Business Owner,Variant_B,False,True,Basic,2024-09-03,6,183,0
PF02683,2024-05-26,2024-05,Word of Mouth,iOS,25-34,Lagos,Salaried Employee,Variant_B,False,True,Free,2024-05-28,4,127,1
PF02684,2024-02-16,2024-02,Social Media,Android,18-24,Lagos,Trader/Business Owner,Variant_B,True,False,Free,2024-04-23,7,227,1
PF02685,2024-06-23,2024-06,Referral,iOS,25-34,Abuja,Student,Control,True,False,Free,2024-06-24,3,99,1
PF02686,2024-05-07,2024-05,Organic Search,Android,18-24,Kano,Trader/Business Owner,Variant_B,True,False,Basic,2024-05-08,4,146,1
PF02687,2024-03-01,2024-03,Word of Mouth,Web,25-34,Abuja,Civil Servant,Variant_B,True,False,Basic,2024-03-02,7,213,1
PF02688,2024-03-08,2024-03,Social Media,Android,35-44,Lagos,Freelancer,Variant_B,True,True,Basic,2024-03-09,6,206,1
PF02689,2024-02-28,2024-02,Organic Search,Web,35-44,Oyo,Other,Control,False,True,Free,2024-02-29,7,215,1
PF02690,2024-03-04,2024-03,Paid Ads,Android,45-54,Abuja,Salaried Employee,Variant_B,True,True,Basic,2024-03-06,7,210,1
PF02691,2024-02-09,2024-02,Referral,iOS,25-34,Abuja,Salaried Employee,Control,False,False,Free,2024-02-09,7,234,1
PF02692,2024-01-31,2024-01,Social Media,Web,18-24,Abuja,Trader/Business Owner,Control,False,False,Free,2024-04-02,8,243,1
PF02693,2024-06-22,2024-06,Referral,iOS,35-44,Delta,Trader/Business Owner,Control,True,False,Free,2024-06-25,3,100,1
PF02694,2024-06-06,2024-06,Referral,Android,25-34,Imo,Trader/Business Owner,Variant_B,True,False,Basic,2024-06-06,3,116,1
PF02695,2024-05-18,2024-05,Social Media,Web,35-44,Anambra,Trader/Business Owner,Variant_B,True,True,Premium,2024-05-18,4,135,1
PF02696,2024-05-03,2024-05,Organic Search,Web,45-54,Lagos,Student,Control,False,False,Premium,2024-05-05,5,150,1
PF02697,2024-06-07,2024-06,Referral,iOS,18-24,Anambra,Student,Variant_B,True,False,Free,2024-06-09,3,115,1
PF02698,2024-05-06,2024-05,Organic Search,iOS,25-34,Anambra,Other,Variant_B,True,True,Free,2024-05-08,4,147,1
PF02699,2024-05-05,2024-05,Social Media,Web,25-34,Imo,Trader/Business Owner,Control,True,True,Free,2024-06-04,4,148,1
PF02700,2024-05-10,2024-05,App Store,iOS,35-44,Lagos,Salaried Employee,Control,True,True,Free,2024-05-12,4,143,1
PF02701,2024-04-11,2024-04,Word of Mouth,Android,18-24,Lagos,Trader/Business Owner,Control,False,False,Free,2024-04-12,5,172,1
PF02702,2024-05-27,2024-05,App Store,iOS,25-34,Delta,Trader/Business Owner,Variant_B,True,True,Basic,2024-05-28,4,126,1
PF02703,2024-01-14,2024-01,Referral,iOS,18-24,Imo,Salaried Employee,Control,True,False,Free,2024-09-13,8,260,0
PF02704,2024-04-18,2024-04,Referral,Android,25-34,Kaduna,Civil Servant,Control,True,False,Basic,2024-07-14,5,165,1
PF02705,2024-05-18,2024-05,App Store,iOS,25-34,Oyo,Student,Variant_B,True,False,Free,2024-05-18,4,135,1
PF02706,2024-05-08,2024-05,Organic Search,Android,25-34,Oyo,Salaried Employee,Control,True,True,Premium,2024-06-10,4,145,1
PF02707,2024-04-10,2024-04,Referral,Web,35-44,Lagos,Salaried Employee,Variant_B,False,False,Free,2024-09-24,5,173,0
PF02708,2024-06-24,2024-06,Referral,Android,25-34,Kaduna,Salaried Employee,Variant_B,False,True,Basic,2024-09-21,3,98,0
PF02709,2024-02-14,2024-02,Referral,Android,18-24,Rivers,Salaried Employee,Control,False,False,Free,2024-02-17,7,229,1
PF02710,2024-01-31,2024-01,Word of Mouth,Android,18-24,Rivers,Trader/Business Owner,Variant_B,True,False,Free,2024-02-03,8,243,1
PF02711,2024-03-21,2024-03,Organic Search,Android,25-34,Abuja,Student,Variant_B,False,True,Free,2024-04-22,6,193,1
PF02712,2024-01-03,2024-01,Word of Mouth,iOS,35-44,Lagos,Civil Servant,Variant_B,True,False,Free,2024-01-03,9,271,1
PF02713,2024-06-21,2024-06,Paid Ads,Android,18-24,Abuja,Trader/Business Owner,Variant_B,True,False,Free,2024-06-22,3,101,1
PF02714,2024-04-07,2024-04,Social Media,iOS,35-44,Kano,Freelancer,Variant_B,True,False,Free,2024-09-15,5,176,0
PF02715,2024-01-26,2024-01,Word of Mouth,Web,35-44,Lagos,Trader/Business Owner,Variant_B,True,False,Free,2024-01-28,8,248,1
PF02716,2024-04-02,2024-04,Paid Ads,Web,25-34,Imo,Freelancer,Variant_B,True,True,Basic,2024-04-04,6,181,1
PF02717,2024-02-17,2024-02,Social Media,iOS,35-44,Abuja,Trader/Business Owner,Control,False,False,Free,2024-04-17,7,226,1
PF02718,2024-03-08,2024-03,Referral,Web,35-44,Delta,Salaried Employee,Control,False,False,Free,2024-03-09,6,206,1
PF02719,2024-03-09,2024-03,Referral,Android,25-34,Lagos,Salaried Employee,Variant_B,False,False,Free,2024-03-12,6,205,1
PF02720,2024-06-05,2024-06,Social Media,iOS,35-44,Edo,Other,Variant_B,True,False,Free,2024-06-07,3,117,1
PF02721,2024-04-03,2024-04,Organic Search,iOS,45-54,Lagos,Civil Servant,Variant_B,False,True,Free,2024-04-04,6,180,1
PF02722,2024-05-07,2024-05,Referral,Android,45-54,Oyo,Freelancer,Control,True,False,Free,2024-05-10,4,146,1
PF02723,2024-02-23,2024-02,Organic Search,Android,25-34,Lagos,Trader/Business Owner,Control,False,False,Free,2024-02-26,7,220,1
PF02724,2024-06-28,2024-06,Organic Search,Android,25-34,Rivers,Civil Servant,Control,False,False,Free,2024-06-30,3,94,1
PF02725,2024-04-03,2024-04,Social Media,iOS,25-34,Lagos,Trader/Business Owner,Variant_B,True,False,Free,2024-04-06,6,180,1
PF02726,2024-03-12,2024-03,Social Media,Web,35-44,Lagos,Salaried Employee,Variant_B,True,True,Basic,2024-03-15,6,202,1
PF02727,2024-02-16,2024-02,App Store,Web,25-34,Abuja,Student,Control,True,False,Free,2024-02-17,7,227,1
PF02728,2024-05-27,2024-05,Word of Mouth,iOS,25-34,Anambra,Student,Variant_B,False,False,Free,2024-05-28,4,126,1
PF02729,2024-01-26,2024-01,App Store,Web,18-24,Kaduna,Civil Servant,Variant_B,False,False,Free,2024-01-28,8,248,1
PF02730,2024-03-01,2024-03,App Store,Android,35-44,Lagos,Trader/Business Owner,Variant_B,False,True,Free,2024-03-04,7,213,1
PF02731,2024-04-07,2024-04,Social Media,iOS,25-34,Lagos,Salaried Employee,Control,False,False,Free,2024-09-03,5,176,0
PF02732,2024-02-07,2024-02,Organic Search,iOS,35-44,Rivers,Trader/Business Owner,Control,False,False,Basic,2024-02-08,7,236,1
PF02733,2024-05-01,2024-05,Word of Mouth,iOS,35-44,Oyo,Salaried Employee,Variant_B,True,False,Free,2024-05-01,5,152,1
PF02734,2024-02-15,2024-02,Social Media,Android,35-44,Oyo,Freelancer,Control,True,False,Free,2024-07-12,7,228,1
PF02735,2024-05-07,2024-05,Social Media,Android,18-24,Kaduna,Freelancer,Control,False,True,Free,2024-05-08,4,146,1
PF02736,2024-06-10,2024-06,Referral,Web,25-34,Kaduna,Salaried Employee,Control,True,False,Premium,2024-06-12,3,112,1
PF02737,2024-05-04,2024-05,Paid Ads,iOS,18-24,Lagos,Student,Control,True,True,Premium,2024-05-06,4,149,1
PF02738,2024-03-05,2024-03,Word of Mouth,iOS,18-24,Anambra,Civil Servant,Control,True,True,Free,2024-05-17,6,209,1
PF02739,2024-05-25,2024-05,Word of Mouth,iOS,55+,Lagos,Student,Variant_B,False,False,Free,2024-05-25,4,128,1
PF02740,2024-04-11,2024-04,Organic Search,Android,55+,Lagos,Salaried Employee,Variant_B,True,True,Free,2024-04-11,5,172,1
PF02741,2024-06-25,2024-06,Referral,Android,45-54,Lagos,Other,Variant_B,True,True,Free,2024-06-26,3,97,1
PF02742,2024-01-16,2024-01,Paid Ads,Web,35-44,Rivers,Salaried Employee,Variant_B,True,True,Basic,2024-01-17,8,258,1
PF02743,2024-03-06,2024-03,Organic Search,iOS,25-34,Imo,Trader/Business Owner,Control,True,True,Basic,2024-03-09,6,208,1
PF02744,2024-06-10,2024-06,Paid Ads,Android,25-34,Lagos,Trader/Business Owner,Control,True,False,Free,2024-06-10,3,112,1
PF02745,2024-04-25,2024-04,App Store,Android,55+,Imo,Trader/Business Owner,Variant_B,True,True,Free,2024-07-22,5,158,1
PF02746,2024-03-26,2024-03,Paid Ads,Android,18-24,Rivers,Trader/Business Owner,Control,True,False,Free,2024-06-07,6,188,1
PF02747,2024-04-02,2024-04,App Store,iOS,25-34,Lagos,Civil Servant,Variant_B,False,False,Free,2024-04-04,6,181,1
PF02748,2024-05-23,2024-05,Word of Mouth,Android,25-34,Lagos,Trader/Business Owner,Variant_B,True,True,Free,2024-05-25,4,130,1
PF02749,2024-03-29,2024-03,Social Media,Android,45-54,Lagos,Trader/Business Owner,Control,False,True,Premium,2024-03-31,6,185,1
PF02750,2024-04-15,2024-04,Word of Mouth,Android,35-44,Oyo,Student,Control,False,False,Premium,2024-04-15,5,168,1
PF02751,2024-03-30,2024-03,Social Media,Android,18-24,Imo,Salaried Employee,Control,True,True,Free,2024-03-31,6,184,1
PF02752,2024-05-27,2024-05,Referral,Android,25-34,Kaduna,Salaried Employee,Control,True,True,Free,2024-07-17,4,126,1
PF02753,2024-06-15,2024-06,Referral,Web,25-34,Kaduna,Trader/Business Owner,Variant_B,True,True,Free,2024-08-18,3,107,1
PF02754,2024-05-17,2024-05,Paid Ads,Web,25-34,Lagos,Salaried Employee,Variant_B,True,True,Free,2024-07-04,4,136,1
PF02755,2024-03-13,2024-03,Organic Search,Android,25-34,Lagos,Salaried Employee,Variant_B,True,True,Premium,2024-06-10,6,201,1
PF02756,2024-03-24,2024-03,Referral,Android,25-34,Abuja,Freelancer,Control,False,False,Free,2024-06-20,6,190,1
PF02757,2024-05-10,2024-05,Referral,Web,45-54,Abuja,Salaried Employee,Variant_B,True,False,Free,2024-05-13,4,143,1
PF02758,2024-04-24,2024-04,Referral,Android,18-24,Anambra,Salaried Employee,Variant_B,False,False,Free,2024-05-28,5,159,1
PF02759,2024-01-21,2024-01,Organic Search,Web,25-34,Edo,Trader/Business Owner,Variant_B,True,False,Free,2024-05-12,8,253,1
PF02760,2024-06-06,2024-06,Paid Ads,iOS,45-54,Rivers,Salaried Employee,Control,True,True,Premium,2024-06-08,3,116,1
PF02761,2024-04-28,2024-04,Social Media,iOS,45-54,Anambra,Trader/Business Owner,Control,False,False,Free,2024-07-19,5,155,1
PF02762,2024-02-07,2024-02,Organic Search,Android,18-24,Abuja,Trader/Business Owner,Control,True,False,Basic,2024-02-08,7,236,1
PF02763,2024-06-12,2024-06,Organic Search,iOS,25-34,Imo,Student,Variant_B,True,False,Free,2024-06-14,3,110,1
PF02764,2024-04-17,2024-04,Social Media,iOS,35-44,Kaduna,Other,Control,True,True,Premium,2024-04-20,5,166,1
PF02765,2024-01-19,2024-01,Referral,Web,25-34,Abuja,Freelancer,Variant_B,True,False,Free,2024-01-19,8,255,1
PF02766,2024-02-11,2024-02,Social Media,Android,25-34,Oyo,Trader/Business Owner,Control,False,False,Free,2024-07-09,7,232,1
PF02767,2024-02-28,2024-02,Social Media,iOS,25-34,Abuja,Other,Variant_B,False,False,Free,2024-03-01,7,215,1
PF02768,2024-03-22,2024-03,Paid Ads,Android,18-24,Lagos,Other,Variant_B,True,True,Free,2024-03-24,6,192,1
PF02769,2024-03-09,2024-03,Organic Search,Android,25-34,Lagos,Trader/Business Owner,Variant_B,True,True,Basic,2024-03-12,6,205,1
PF02770,2024-03-10,2024-03,Organic Search,Android,35-44,Imo,Salaried Employee,Variant_B,True,True,Free,2024-04-28,6,204,1
PF02771,2024-04-23,2024-04,Organic Search,Web,25-34,Delta,Trader/Business Owner,Variant_B,True,True,Free,2024-04-25,5,160,1
PF02772,2024-05-30,2024-05,Paid Ads,Android,25-34,Rivers,Other,Variant_B,True,True,Free,2024-06-02,4,123,1
PF02773,2024-04-15,2024-04,Referral,iOS,35-44,Oyo,Freelancer,Variant_B,True,True,Basic,2024-07-04,5,168,1
PF02774,2024-02-17,2024-02,Referral,Web,25-34,Kano,Trader/Business Owner,Control,False,False,Free,2024-02-17,7,226,1
PF02775,2024-02-02,2024-02,Referral,Android,25-34,Lagos,Freelancer,Control,True,False,Free,2024-02-03,8,241,1
PF02776,2024-06-18,2024-06,Paid Ads,Web,25-34,Delta,Salaried Employee,Control,True,True,Premium,2024-07-07,3,104,1
PF02777,2024-06-28,2024-06,Social Media,Android,45-54,Lagos,Trader/Business Owner,Variant_B,True,False,Free,2024-06-28,3,94,1
PF02778,2024-02-23,2024-02,Referral,Android,35-44,Kano,Freelancer,Control,True,True,Free,2024-02-24,7,220,1
PF02779,2024-04-11,2024-04,Organic Search,Android,35-44,Rivers,Trader/Business Owner,Control,True,True,Free,2024-04-11,5,172,1
PF02780,2024-01-25,2024-01,Word of Mouth,Android,25-34,Lagos,Salaried Employee,Control,True,True,Premium,2024-01-25,8,249,1
PF02781,2024-05-01,2024-05,Paid Ads,iOS,25-34,Oyo,Freelancer,Control,False,False,Free,2024-09-14,5,152,0
PF02782,2024-01-14,2024-01,Word of Mouth,iOS,25-34,Imo,Civil Servant,Variant_B,True,True,Basic,2024-04-30,8,260,1
PF02783,2024-04-11,2024-04,Referral,Web,55+,Abuja,Trader/Business Owner,Control,True,True,Free,2024-05-16,5,172,1
PF02784,2024-01-22,2024-01,Social Media,iOS,25-34,Lagos,Civil Servant,Control,False,False,Free,2024-01-22,8,252,1
PF02785,2024-03-08,2024-03,App Store,iOS,45-54,Lagos,Student,Control,True,True,Free,2024-08-17,6,206,1
PF02786,2024-02-09,2024-02,Paid Ads,iOS,25-34,Lagos,Salaried Employee,Variant_B,False,False,Free,2024-02-09,7,234,1
PF02787,2024-06-16,2024-06,Organic Search,Android,18-24,Kano,Trader/Business Owner,Variant_B,True,True,Free,2024-06-19,3,106,1
PF02788,2024-03-20,2024-03,Social Media,Android,25-34,Edo,Salaried Employee,Variant_B,True,True,Premium,2024-03-21,6,194,1
PF02789,2024-03-04,2024-03,Referral,iOS,18-24,Lagos,Trader/Business Owner,Variant_B,False,True,Premium,2024-06-22,7,210,1
PF02790,2024-03-13,2024-03,Paid Ads,Android,25-34,Abuja,Student,Variant_B,False,False,Free,2024-03-16,6,201,1
PF02791,2024-06-09,2024-06,Paid Ads,Android,35-44,Anambra,Student,Variant_B,True,False,Basic,2024-06-10,3,113,1
PF02792,2024-02-03,2024-02,Social Media,Android,25-34,Kaduna,Salaried Employee,Variant_B,True,True,Free,2024-02-04,8,240,1
PF02793,2024-01-08,2024-01,Organic Search,Android,18-24,Imo,Civil Servant,Control,False,False,Free,2024-01-08,8,266,1
PF02794,2024-06-18,2024-06,Social Media,Web,35-44,Abuja,Civil Servant,Control,True,True,Premium,2024-06-20,3,104,1
PF02795,2024-03-24,2024-03,Paid Ads,Android,45-54,Kano,Freelancer,Variant_B,True,True,Premium,2024-03-27,6,190,1
PF02796,2024-04-29,2024-04,Referral,iOS,35-44,Lagos,Salaried Employee,Variant_B,True,True,Basic,2024-05-01,5,154,1
PF02797,2024-05-20,2024-05,Social Media,Android,55+,Lagos,Salaried Employee,Control,False,False,Basic,2024-05-23,4,133,1
PF02798,2024-02-04,2024-02,Paid Ads,Web,25-34,Imo,Student,Variant_B,True,False,Free,2024-03-23,7,239,1
PF02799,2024-05-18,2024-05,Referral,Android,25-34,Lagos,Salaried Employee,Variant_B,False,True,Basic,2024-06-04,4,135,1
PF02800,2024-05-31,2024-05,Social Media,Android,25-34,Abuja,Salaried Employee,Control,True,True,Free,2024-06-03,4,122,1
PF02801,2024-06-10,2024-06,Social Media,iOS,18-24,Delta,Freelancer,Control,True,True,Free,2024-06-13,3,112,1
PF02802,2024-05-14,2024-05,Paid Ads,Web,25-34,Edo,Civil Servant,Variant_B,True,False,Free,2024-05-16,4,139,1
PF02803,2024-03-29,2024-03,Paid Ads,Android,25-34,Lagos,Student,Variant_B,True,True,Basic,2024-05-15,6,185,1
PF02804,2024-05-18,2024-05,Word of Mouth,Android,35-44,Abuja,Salaried Employee,Control,False,True,Free,2024-07-06,4,135,1
PF02805,2024-01-23,2024-01,Paid Ads,Android,35-44,Edo,Freelancer,Variant_B,False,False,Free,2024-01-26,8,251,1
PF02806,2024-03-19,2024-03,Referral,Android,18-24,Imo,Civil Servant,Control,True,False,Free,2024-03-21,6,195,1
PF02807,2024-04-15,2024-04,Organic Search,iOS,18-24,Abuja,Salaried Employee,Variant_B,False,True,Free,2024-05-08,5,168,1
PF02808,2024-02-09,2024-02,Organic Search,Web,25-34,Abuja,Salaried Employee,Control,False,True,Free,2024-02-11,7,234,1
PF02809,2024-01-03,2024-01,Referral,iOS,25-34,Anambra,Trader/Business Owner,Control,True,True,Free,2024-01-31,9,271,1
PF02810,2024-05-13,2024-05,Social Media,Android,25-34,Lagos,Trader/Business Owner,Control,False,True,Basic,2024-05-14,4,140,1
PF02811,2024-03-29,2024-03,Referral,iOS,25-34,Lagos,Other,Control,False,True,Basic,2024-06-08,6,185,1
PF02812,2024-04-30,2024-04,Social Media,iOS,25-34,Rivers,Trader/Business Owner,Control,True,True,Free,2024-05-17,5,153,1
PF02813,2024-01-03,2024-01,Referral,Android,25-34,Lagos,Salaried Employee,Variant_B,True,True,Free,2024-01-06,9,271,1
PF02814,2024-05-02,2024-05,Paid Ads,iOS,18-24,Rivers,Trader/Business Owner,Control,True,True,Basic,2024-06-08,5,151,1
PF02815,2024-01-03,2024-01,Paid Ads,Android,25-34,Oyo,Salaried Employee,Control,True,True,Premium,2024-04-24,9,271,1
PF02816,2024-04-20,2024-04,Social Media,Android,35-44,Rivers,Freelancer,Control,True,True,Free,2024-05-25,5,163,1
PF02817,2024-03-15,2024-03,App Store,Android,35-44,Lagos,Salaried Employee,Control,True,True,Basic,2024-09-16,6,199,0
PF02818,2024-02-29,2024-02,Social Media,iOS,35-44,Delta,Civil Servant,Control,False,False,Free,2024-02-29,7,214,1
PF02819,2024-05-20,2024-05,Paid Ads,Android,18-24,Rivers,Salaried Employee,Variant_B,True,True,Free,2024-05-22,4,133,1
PF02820,2024-02-18,2024-02,App Store,Android,25-34,Oyo,Salaried Employee,Variant_B,True,True,Free,2024-06-12,7,225,1
PF02821,2024-05-23,2024-05,Referral,iOS,25-34,Kano,Freelancer,Variant_B,True,True,Free,2024-05-26,4,130,1
PF02822,2024-04-11,2024-04,Paid Ads,Android,35-44,Rivers,Salaried Employee,Variant_B,True,False,Free,2024-04-12,5,172,1
PF02823,2024-02-11,2024-02,Organic Search,Android,35-44,Kaduna,Civil Servant,Control,True,False,Free,2024-02-14,7,232,1
PF02824,2024-04-06,2024-04,Social Media,Android,18-24,Lagos,Salaried Employee,Control,False,False,Basic,2024-04-07,5,177,1
PF02825,2024-03-08,2024-03,Paid Ads,Android,35-44,Abuja,Salaried Employee,Control,False,False,Free,2024-07-01,6,206,1
PF02826,2024-04-18,2024-04,Social Media,Android,55+,Rivers,Salaried Employee,Control,True,True,Basic,2024-04-19,5,165,1
PF02827,2024-05-12,2024-05,Word of Mouth,Android,18-24,Abuja,Trader/Business Owner,Control,False,False,Free,2024-05-14,4,141,1
PF02828,2024-03-13,2024-03,Paid Ads,Android,35-44,Abuja,Trader/Business Owner,Variant_B,True,False,Free,2024-09-17,6,201,0
PF02829,2024-05-16,2024-05,Referral,Android,25-34,Abuja,Salaried Employee,Variant_B,True,False,Free,2024-05-18,4,137,1
PF02830,2024-04-15,2024-04,Organic Search,iOS,35-44,Edo,Salaried Employee,Variant_B,True,False,Free,2024-04-16,5,168,1
PF02831,2024-01-18,2024-01,Organic Search,Android,25-34,Anambra,Salaried Employee,Variant_B,False,True,Free,2024-05-05,8,256,1
PF02832,2024-02-04,2024-02,App Store,Android,25-34,Abuja,Freelancer,Variant_B,True,False,Free,2024-02-06,7,239,1
PF02833,2024-01-29,2024-01,Paid Ads,iOS,45-54,Lagos,Salaried Employee,Control,False,True,Basic,2024-02-01,8,245,1
PF02834,2024-06-07,2024-06,Referral,Android,35-44,Lagos,Salaried Employee,Variant_B,True,True,Basic,2024-07-13,3,115,1
PF02835,2024-03-10,2024-03,Social Media,Web,45-54,Edo,Freelancer,Control,False,True,Basic,2024-03-13,6,204,1
PF02836,2024-02-18,2024-02,Word of Mouth,iOS,45-54,Rivers,Student,Variant_B,True,True,Basic,2024-05-10,7,225,1
PF02837,2024-01-05,2024-01,App Store,Android,18-24,Oyo,Other,Control,True,True,Free,2024-01-06,8,269,1
PF02838,2024-01-13,2024-01,Word of Mouth,Android,18-24,Lagos,Trader/Business Owner,Variant_B,False,True,Basic,2024-09-14,8,261,0
PF02839,2024-01-06,2024-01,App Store,Android,18-24,Lagos,Trader/Business Owner,Control,True,True,Free,2024-04-05,8,268,1
