tx_id,user_id,tx_date,tx_month,tx_type,amount,status,device,channel,state
TX0003683,PF01355,2024-07-04,2024-07,Bill Payment,22550.0,Success,Android,App Store,Abuja
TX0003684,PF01355,2024-07-22,2024-07,Transfer,53190.0,Success,Android,App Store,Abuja
TX0003685,PF01355,2024-07-10,2024-07,Bill Payment,18510.0,Success,Android,App Store,Abuja
TX0003686,PF01355,2024-07-11,2024-07,Savings,26490.0,Success,Android,App Store,Abuja
TX0003687,PF01355,2024-06-30,2024-06,Bill Payment,22390.0,Success,Android,App Store,Abuja
TX0003688,PF01355,2024-07-11,2024-07,Transfer,52670.0,Success,Android,App Store,Abuja
TX0003689,PF01355,2024-07-04,2024-07,Data Bundle,3070.0,Success,Android,App Store,Abuja
TX0003690,PF01355,2024-07-25,2024-07,Airtime,1500.0,Success,Android,App Store,Abuja
TX0003691,PF01355,2024-07-27,2024-07,Airtime,1370.0,Success,Android,App Store,Abuja
TX0003692,PF01355,2024-07-18,2024-07,Savings,26230.0,Success,Android,App Store,Abuja
TX0003693,PF01355,2024-07-09,2024-07,Card Payment,17840.0,Success,Android,App Store,Abuja
TX0003694,PF01355,2024-07-05,2024-07,Transfer,67030.0,Success,Android,App Store,Abuja
TX0003695,PF01355,2024-07-10,2024-07,Airtime,610.0,Success,Android,App Store,Abuja
TX0003696,PF01355,2024-07-19,2024-07,Airtime,1270.0,Success,Android,App Store,Abuja
TX0003697,PF01355,2024-07-30,2024-07,Transfer,19050.0,Success,Android,App Store,Abuja
TX0003698,PF01355,2024-08-26,2024-08,Transfer,34450.0,Success,Android,App Store,Abuja
TX0003699,PF01355,2024-08-10,2024-08,Transfer,65710.0,Success,Android,App Store,Abuja
TX0003700,PF01355,2024-08-05,2024-08,Transfer,55690.0,Success,Android,App Store,Abuja
TX0003701,PF01355,2024-08-24,2024-08,Transfer,38190.0,Success,Android,App Store,Abuja
TX0003702,PF01355,2024-08-26,2024-08,Card Payment,12380.0,Success,Android,App Store,Abuja
TX0003703,PF01355,2024-08-18,2024-08,Savings,11590.0,Success,Android,App Store,Abuja
TX0003704,PF01355,2024-08-23,2024-08,Card Payment,2000.0,Success,Android,App Store,Abuja
TX0003705,PF01355,2024-08-21,2024-08,Transfer,50840.0,Success,Android,App Store,Abuja
TX0003706,PF01355,2024-08-13,2024-08,Transfer,22110.0,Success,Android,App Store,Abuja
TX0003707,PF01355,2024-08-25,2024-08,Transfer,53690.0,Success,Android,App Store,Abuja
TX0003708,PF01355,2024-08-23,2024-08,Data Bundle,3290.0,Success,Android,App Store,Abuja
TX0003709,PF01355,2024-08-05,2024-08,Savings,29290.0,Success,Android,App Store,Abuja
TX0003710,PF01355,2024-07-31,2024-07,Airtime,1230.0,Success,Android,App Store,Abuja
TX0003711,PF01355,2024-08-25,2024-08,Transfer,36970.0,Success,Android,App Store,Abuja
TX0003712,PF01360,2024-03-21,2024-03,Airtime,910.0,Success,Android,Social Media,Edo
TX0003713,PF01360,2024-03-04,2024-03,Investment,2620.0,Success,Android,Social Media,Edo
TX0003714,PF01360,2024-03-18,2024-03,Airtime,590.0,Success,Android,Social Media,Edo
TX0003715,PF01360,2024-03-02,2024-03,Transfer,50.0,Success,Android,Social Media,Edo
TX0003716,PF01360,2024-03-09,2024-03,Bill Payment,7690.0,Success,Android,Social Media,Edo
TX0003717,PF01360,2024-03-13,2024-03,Bill Payment,18020.0,Success,Android,Social Media,Edo
TX0003718,PF01360,2024-03-22,2024-03,Airtime,1350.0,Success,Android,Social Media,Edo
TX0003719,PF01360,2024-03-26,2024-03,Bill Payment,50.0,Success,Android,Social Media,Edo
TX0003720,PF01363,2024-09-12,2024-09,Bill Payment,18250.0,Success,iOS,Paid Ads,Lagos
TX0003721,PF01363,2024-09-05,2024-09,Airtime,310.0,Success,iOS,Paid Ads,Lagos
TX0003722,PF01363,2024-08-31,2024-08,Data Bundle,1140.0,Success,iOS,Paid Ads,Lagos
TX0003723,PF01363,2024-09-23,2024-09,Airtime,430.0,Success,iOS,Paid Ads,Lagos
TX0003724,PF01363,2024-09-04,2024-09,Transfer,50.0,Success,iOS,Paid Ads,Lagos
TX0003725,PF01365,2024-04-30,2024-04,Airtime,750.0,Success,iOS,Referral,Lagos
TX0003726,PF01365,2024-05-15,2024-05,Transfer,39150.0,Failed,iOS,Referral,Lagos
TX0003727,PF01365,2024-05-21,2024-05,Transfer,51520.0,Success,iOS,Referral,Lagos
TX0003728,PF01365,2024-05-10,2024-05,Bill Payment,10520.0,Success,iOS,Referral,Lagos
TX0003729,PF01365,2024-05-07,2024-05,Card Payment,4770.0,Success,iOS,Referral,Lagos
TX0003730,PF01366,2024-09-24,2024-09,Data Bundle,230.0,Success,Android,Social Media,Edo
TX0003731,PF01366,2024-09-14,2024-09,Airtime,950.0,Success,Android,Social Media,Edo
TX0003732,PF01366,2024-09-06,2024-09,Bill Payment,1220.0,Success,Android,Social Media,Edo
TX0003733,PF01366,2024-09-21,2024-09,Airtime,790.0,Success,Android,Social Media,Edo
TX0003734,PF01366,2024-08-31,2024-08,Transfer,21520.0,Success,Android,Social Media,Edo
TX0003735,PF01366,2024-09-17,2024-09,Data Bundle,2780.0,Success,Android,Social Media,Edo
TX0003736,PF01368,2024-07-16,2024-07,Data Bundle,6700.0,Success,Android,Word of Mouth,Kano
TX0003737,PF01368,2024-07-29,2024-07,Bill Payment,9210.0,Success,Android,Word of Mouth,Kano
TX0003738,PF01368,2024-08-26,2024-08,Savings,17980.0,Success,Android,Word of Mouth,Kano
TX0003739,PF01368,2024-08-19,2024-08,Bill Payment,4530.0,Success,Android,Word of Mouth,Kano
TX0003740,PF01369,2024-04-02,2024-04,Transfer,43220.0,Success,Android,Word of Mouth,Oyo
TX0003741,PF01369,2024-04-07,2024-04,Transfer,50.0,Success,Android,Word of Mouth,Oyo
TX0003742,PF01371,2024-02-24,2024-02,Bill Payment,2850.0,Success,Web,Organic Search,Kano
TX0003743,PF01371,2024-02-12,2024-02,Bill Payment,1700.0,Success,Web,Organic Search,Kano
TX0003744,PF01372,2024-06-20,2024-06,Airtime,850.0,Success,Android,Social Media,Abuja
TX0003745,PF01372,2024-05-31,2024-05,Investment,46950.0,Success,Android,Social Media,Abuja
TX0003746,PF01372,2024-06-15,2024-06,Transfer,54230.0,Success,Android,Social Media,Abuja
TX0003747,PF01378,2024-03-26,2024-03,Bill Payment,470.0,Success,iOS,Referral,Anambra
TX0003748,PF01378,2024-03-10,2024-03,Data Bundle,1900.0,Success,iOS,Referral,Anambra
TX0003749,PF01378,2024-03-22,2024-03,Data Bundle,1980.0,Success,iOS,Referral,Anambra
TX0003750,PF01378,2024-03-13,2024-03,Transfer,58550.0,Success,iOS,Referral,Anambra
TX0003751,PF01378,2024-03-08,2024-03,Transfer,50.0,Success,iOS,Referral,Anambra
TX0003752,PF01378,2024-03-19,2024-03,Airtime,480.0,Success,iOS,Referral,Anambra
TX0003753,PF01378,2024-04-26,2024-04,Airtime,600.0,Success,iOS,Referral,Anambra
TX0003754,PF01378,2024-04-23,2024-04,Transfer,49940.0,Success,iOS,Referral,Anambra
TX0003755,PF01378,2024-04-15,2024-04,Transfer,1570.0,Success,iOS,Referral,Anambra
TX0003756,PF01378,2024-04-21,2024-04,Transfer,9650.0,Success,iOS,Referral,Anambra
TX0003757,PF01378,2024-05-11,2024-05,Transfer,41700.0,Success,iOS,Referral,Anambra
TX0003758,PF01378,2024-05-12,2024-05,Airtime,450.0,Success,iOS,Referral,Anambra
TX0003759,PF01378,2024-05-02,2024-05,Transfer,50.0,Success,iOS,Referral,Anambra
TX0003760,PF01378,2024-05-10,2024-05,Savings,4060.0,Success,iOS,Referral,Anambra
TX0003761,PF01378,2024-06-22,2024-06,Transfer,63720.0,Success,iOS,Referral,Anambra
TX0003762,PF01378,2024-06-07,2024-06,Transfer,17340.0,Success,iOS,Referral,Anambra
TX0003763,PF01378,2024-06-24,2024-06,Transfer,50.0,Success,iOS,Referral,Anambra
TX0003764,PF01382,2024-05-15,2024-05,Airtime,530.0,Success,Android,Paid Ads,Abuja
TX0003765,PF01382,2024-05-01,2024-05,Airtime,360.0,Success,Android,Paid Ads,Abuja
TX0003766,PF01382,2024-08-09,2024-08,Transfer,50.0,Success,Android,Paid Ads,Abuja
TX0003767,PF01382,2024-08-08,2024-08,Bill Payment,8300.0,Success,Android,Paid Ads,Abuja
TX0003768,PF01382,2024-08-06,2024-08,Data Bundle,2590.0,Success,Android,Paid Ads,Abuja
TX0003769,PF01382,2024-09-15,2024-09,Bill Payment,50.0,Success,Android,Paid Ads,Abuja
TX0003770,PF01382,2024-08-30,2024-08,Transfer,31510.0,Success,Android,Paid Ads,Abuja
TX0003771,PF01382,2024-09-22,2024-09,Savings,5550.0,Failed,Android,Paid Ads,Abuja
TX0003772,PF01382,2024-09-02,2024-09,Bill Payment,50.0,Success,Android,Paid Ads,Abuja
TX0003773,PF01383,2024-05-20,2024-05,Savings,300.0,Success,Android,Organic Search,Lagos
TX0003774,PF01383,2024-05-11,2024-05,Airtime,450.0,Success,Android,Organic Search,Lagos
TX0003775,PF01383,2024-05-02,2024-05,Data Bundle,1710.0,Success,Android,Organic Search,Lagos
TX0003776,PF01383,2024-05-13,2024-05,Bill Payment,18950.0,Success,Android,Organic Search,Lagos
TX0003777,PF01383,2024-06-22,2024-06,Bill Payment,7330.0,Success,Android,Organic Search,Lagos
TX0003778,PF01383,2024-06-07,2024-06,Transfer,22300.0,Success,Android,Organic Search,Lagos
TX0003779,PF01383,2024-06-01,2024-06,Transfer,37000.0,Success,Android,Organic Search,Lagos
TX0003780,PF01383,2024-06-01,2024-06,Transfer,12550.0,Success,Android,Organic Search,Lagos
TX0003781,PF01383,2024-06-17,2024-06,Bill Payment,12540.0,Success,Android,Organic Search,Lagos
TX0003782,PF01383,2024-07-23,2024-07,Bill Payment,3570.0,Success,Android,Organic Search,Lagos
TX0003783,PF01383,2024-07-20,2024-07,Bill Payment,15350.0,Success,Android,Organic Search,Lagos
TX0003784,PF01383,2024-07-09,2024-07,Savings,10930.0,Success,Android,Organic Search,Lagos
TX0003785,PF01385,2024-04-10,2024-04,Bill Payment,13200.0,Success,Web,Social Media,Delta
TX0003786,PF01385,2024-04-13,2024-04,Savings,25700.0,Success,Web,Social Media,Delta
TX0003787,PF01385,2024-04-08,2024-04,Transfer,4340.0,Success,Web,Social Media,Delta
TX0003788,PF01385,2024-03-31,2024-03,Transfer,12510.0,Success,Web,Social Media,Delta
TX0003789,PF01389,2024-05-18,2024-05,Data Bundle,2640.0,Success,iOS,Organic Search,Imo
TX0003790,PF01389,2024-05-21,2024-05,Transfer,5720.0,Pending,iOS,Organic Search,Imo
TX0003791,PF01389,2024-05-02,2024-05,Bill Payment,50.0,Failed,iOS,Organic Search,Imo
TX0003792,PF01389,2024-05-18,2024-05,Transfer,50.0,Success,iOS,Organic Search,Imo
TX0003793,PF01389,2024-05-23,2024-05,Airtime,590.0,Success,iOS,Organic Search,Imo
TX0003794,PF01389,2024-05-12,2024-05,Transfer,8680.0,Success,iOS,Organic Search,Imo
TX0003795,PF01389,2024-05-18,2024-05,Bill Payment,6020.0,Success,iOS,Organic Search,Imo
TX0003796,PF01389,2024-05-06,2024-05,Data Bundle,1660.0,Success,iOS,Organic Search,Imo
TX0003797,PF01389,2024-05-18,2024-05,Transfer,50.0,Success,iOS,Organic Search,Imo
TX0003798,PF01389,2024-06-09,2024-06,Transfer,28430.0,Success,iOS,Organic Search,Imo
TX0003799,PF01389,2024-06-13,2024-06,Transfer,40350.0,Success,iOS,Organic Search,Imo
TX0003800,PF01389,2024-06-16,2024-06,Card Payment,19150.0,Success,iOS,Organic Search,Imo
TX0003801,PF01391,2024-04-15,2024-04,Transfer,69410.0,Failed,iOS,Social Media,Rivers
TX0003802,PF01391,2024-04-11,2024-04,Card Payment,9020.0,Pending,iOS,Social Media,Rivers
TX0003803,PF01391,2024-04-25,2024-04,Data Bundle,1930.0,Success,iOS,Social Media,Rivers
TX0003804,PF01391,2024-04-05,2024-04,Transfer,30800.0,Success,iOS,Social Media,Rivers
TX0003805,PF01391,2024-04-01,2024-04,Bill Payment,9870.0,Success,iOS,Social Media,Rivers
TX0003806,PF01391,2024-04-15,2024-04,Card Payment,990.0,Success,iOS,Social Media,Rivers
TX0003807,PF01391,2024-04-25,2024-04,Transfer,57580.0,Success,iOS,Social Media,Rivers
TX0003808,PF01393,2024-01-31,2024-01,Transfer,51030.0,Success,Android,Social Media,Rivers
TX0003809,PF01393,2024-02-25,2024-02,Transfer,22630.0,Success,Android,Social Media,Rivers
TX0003810,PF01393,2024-02-04,2024-02,Bill Payment,50.0,Success,Android,Social Media,Rivers
TX0003811,PF01393,2024-01-31,2024-01,Investment,57840.0,Success,Android,Social Media,Rivers
TX0003812,PF01393,2024-02-08,2024-02,Data Bundle,1570.0,Success,Android,Social Media,Rivers
TX0003813,PF01393,2024-03-06,2024-03,Transfer,540.0,Success,Android,Social Media,Rivers
TX0003814,PF01393,2024-03-14,2024-03,Transfer,50.0,Success,Android,Social Media,Rivers
TX0003815,PF01393,2024-03-06,2024-03,Airtime,470.0,Success,Android,Social Media,Rivers
TX0003816,PF01393,2024-03-22,2024-03,Transfer,11110.0,Success,Android,Social Media,Rivers
TX0003817,PF01393,2024-03-01,2024-03,Bill Payment,11100.0,Failed,Android,Social Media,Rivers
TX0003818,PF01393,2024-03-03,2024-03,Airtime,6300.0,Success,Android,Social Media,Rivers
TX0003819,PF01393,2024-03-21,2024-03,Savings,50.0,Success,Android,Social Media,Rivers
TX0003820,PF01396,2024-06-14,2024-06,Bill Payment,9390.0,Success,Android,App Store,Kaduna
TX0003821,PF01396,2024-06-02,2024-06,Airtime,50.0,Success,Android,App Store,Kaduna
TX0003822,PF01396,2024-06-03,2024-06,Bill Payment,17150.0,Success,Android,App Store,Kaduna
TX0003823,PF01396,2024-06-22,2024-06,Transfer,50.0,Success,Android,App Store,Kaduna
TX0003824,PF01396,2024-06-20,2024-06,Airtime,240.0,Success,Android,App Store,Kaduna
TX0003825,PF01396,2024-06-01,2024-06,Transfer,24330.0,Success,Android,App Store,Kaduna
TX0003826,PF01396,2024-07-03,2024-07,Investment,33750.0,Success,Android,App Store,Kaduna
TX0003827,PF01396,2024-07-08,2024-07,Transfer,50.0,Success,Android,App Store,Kaduna
TX0003828,PF01396,2024-07-01,2024-07,Transfer,50.0,Success,Android,App Store,Kaduna
TX0003829,PF01396,2024-07-05,2024-07,Savings,8290.0,Success,Android,App Store,Kaduna
TX0003830,PF01396,2024-07-17,2024-07,Transfer,11400.0,Failed,Android,App Store,Kaduna
TX0003831,PF01396,2024-08-05,2024-08,Airtime,680.0,Success,Android,App Store,Kaduna
TX0003832,PF01396,2024-08-22,2024-08,Card Payment,10020.0,Success,Android,App Store,Kaduna
TX0003833,PF01396,2024-08-20,2024-08,Airtime,610.0,Success,Android,App Store,Kaduna
TX0003834,PF01396,2024-08-11,2024-08,Savings,20170.0,Success,Android,App Store,Kaduna
TX0003835,PF01396,2024-08-26,2024-08,Transfer,5890.0,Success,Android,App Store,Kaduna
TX0003836,PF01396,2024-08-17,2024-08,Investment,35520.0,Success,Android,App Store,Kaduna
TX0003837,PF01396,2024-09-09,2024-09,Airtime,510.0,Success,Android,App Store,Kaduna
TX0003838,PF01396,2024-09-11,2024-09,Transfer,30050.0,Success,Android,App Store,Kaduna
TX0003839,PF01396,2024-09-14,2024-09,Airtime,280.0,Success,Android,App Store,Kaduna
TX0003840,PF01396,2024-09-15,2024-09,Data Bundle,2410.0,Success,Android,App Store,Kaduna
TX0003841,PF01396,2024-09-17,2024-09,Data Bundle,2420.0,Success,Android,App Store,Kaduna
TX0003842,PF01398,2024-07-13,2024-07,Investment,34600.0,Success,iOS,App Store,Kaduna
TX0003843,PF01398,2024-07-11,2024-07,Bill Payment,12610.0,Success,iOS,App Store,Kaduna
TX0003844,PF01398,2024-06-30,2024-06,Savings,24480.0,Success,iOS,App Store,Kaduna
TX0003845,PF01398,2024-07-17,2024-07,Savings,22100.0,Success,iOS,App Store,Kaduna
TX0003846,PF01398,2024-07-15,2024-07,Transfer,209300.0,Success,iOS,App Store,Kaduna
TX0003847,PF01398,2024-07-01,2024-07,Transfer,27980.0,Success,iOS,App Store,Kaduna
TX0003848,PF01398,2024-07-04,2024-07,Transfer,4950.0,Success,iOS,App Store,Kaduna
TX0003849,PF01398,2024-07-12,2024-07,Airtime,6500.0,Success,iOS,App Store,Kaduna
TX0003850,PF01398,2024-07-14,2024-07,Transfer,31010.0,Success,iOS,App Store,Kaduna
TX0003851,PF01398,2024-07-06,2024-07,Savings,41490.0,Success,iOS,App Store,Kaduna
TX0003852,PF01398,2024-07-01,2024-07,Bill Payment,25080.0,Failed,iOS,App Store,Kaduna
TX0003853,PF01398,2024-07-24,2024-07,Data Bundle,2540.0,Success,iOS,App Store,Kaduna
TX0003854,PF01398,2024-08-17,2024-08,Bill Payment,11190.0,Success,iOS,App Store,Kaduna
TX0003855,PF01398,2024-08-22,2024-08,Data Bundle,3430.0,Success,iOS,App Store,Kaduna
TX0003856,PF01398,2024-08-03,2024-08,Savings,21770.0,Success,iOS,App Store,Kaduna
TX0003857,PF01398,2024-08-02,2024-08,Data Bundle,4520.0,Success,iOS,App Store,Kaduna
TX0003858,PF01398,2024-08-12,2024-08,Transfer,22210.0,Success,iOS,App Store,Kaduna
TX0003859,PF01398,2024-08-18,2024-08,Card Payment,10930.0,Success,iOS,App Store,Kaduna
TX0003860,PF01398,2024-08-10,2024-08,Transfer,44960.0,Failed,iOS,App Store,Kaduna
TX0003861,PF01398,2024-08-19,2024-08,Transfer,31870.0,Success,iOS,App Store,Kaduna
TX0003862,PF01398,2024-08-22,2024-08,Airtime,650.0,Success,iOS,App Store,Kaduna
TX0003863,PF01398,2024-07-29,2024-07,Bill Payment,16270.0,Success,iOS,App Store,Kaduna
TX0003864,PF01398,2024-08-12,2024-08,Airtime,1060.0,Success,iOS,App Store,Kaduna
TX0003865,PF01408,2024-06-09,2024-06,Bill Payment,12450.0,Success,Web,Referral,Lagos
TX0003866,PF01408,2024-06-21,2024-06,Transfer,37920.0,Success,Web,Referral,Lagos
TX0003867,PF01408,2024-06-17,2024-06,Bill Payment,13070.0,Success,Web,Referral,Lagos
TX0003868,PF01408,2024-06-15,2024-06,Bill Payment,91600.0,Success,Web,Referral,Lagos
TX0003869,PF01408,2024-06-14,2024-06,Airtime,700.0,Success,Web,Referral,Lagos
TX0003870,PF01408,2024-06-19,2024-06,Transfer,29710.0,Success,Web,Referral,Lagos
TX0003871,PF01408,2024-06-16,2024-06,Bill Payment,21070.0,Success,Web,Referral,Lagos
TX0003872,PF01408,2024-07-12,2024-07,Data Bundle,2660.0,Success,Web,Referral,Lagos
TX0003873,PF01408,2024-07-10,2024-07,Transfer,27120.0,Success,Web,Referral,Lagos
TX0003874,PF01408,2024-07-06,2024-07,Bill Payment,7320.0,Success,Web,Referral,Lagos
TX0003875,PF01408,2024-07-25,2024-07,Bill Payment,11810.0,Success,Web,Referral,Lagos
TX0003876,PF01408,2024-08-18,2024-08,Card Payment,21430.0,Success,Web,Referral,Lagos
TX0003877,PF01408,2024-08-04,2024-08,Bill Payment,15270.0,Success,Web,Referral,Lagos
TX0003878,PF01408,2024-08-18,2024-08,Airtime,70.0,Success,Web,Referral,Lagos
TX0003879,PF01408,2024-08-19,2024-08,Data Bundle,2780.0,Success,Web,Referral,Lagos
TX0003880,PF01408,2024-08-16,2024-08,Airtime,4700.0,Success,Web,Referral,Lagos
TX0003881,PF01408,2024-08-20,2024-08,Bill Payment,67900.0,Success,Web,Referral,Lagos
TX0003882,PF01412,2024-07-05,2024-07,Transfer,33860.0,Success,Android,Referral,Lagos
TX0003883,PF01412,2024-07-02,2024-07,Airtime,1130.0,Success,Android,Referral,Lagos
TX0003884,PF01412,2024-07-18,2024-07,Bill Payment,13130.0,Success,Android,Referral,Lagos
TX0003885,PF01412,2024-07-01,2024-07,Card Payment,8300.0,Success,Android,Referral,Lagos
TX0003886,PF01412,2024-07-19,2024-07,Savings,15020.0,Success,Android,Referral,Lagos
TX0003887,PF01412,2024-08-22,2024-08,Transfer,7290.0,Success,Android,Referral,Lagos
TX0003888,PF01412,2024-08-10,2024-08,Bill Payment,2850.0,Success,Android,Referral,Lagos
TX0003889,PF01412,2024-08-08,2024-08,Bill Payment,11830.0,Success,Android,Referral,Lagos
TX0003890,PF01412,2024-08-07,2024-08,Bill Payment,11010.0,Success,Android,Referral,Lagos
TX0003891,PF01412,2024-08-04,2024-08,Transfer,8840.0,Success,Android,Referral,Lagos
TX0003892,PF01417,2024-03-31,2024-03,Transfer,10030.0,Success,Android,Social Media,Abuja
TX0003893,PF01417,2024-04-16,2024-04,Data Bundle,430.0,Success,Android,Social Media,Abuja
TX0003894,PF01417,2024-04-21,2024-04,Savings,10410.0,Success,Android,Social Media,Abuja
TX0003895,PF01417,2024-04-23,2024-04,Bill Payment,20250.0,Success,Android,Social Media,Abuja
TX0003896,PF01417,2024-04-25,2024-04,Transfer,35390.0,Success,Android,Social Media,Abuja
TX0003897,PF01417,2024-04-18,2024-04,Transfer,34740.0,Success,Android,Social Media,Abuja
TX0003898,PF01421,2024-05-20,2024-05,Bill Payment,11630.0,Success,Android,Referral,Kaduna
TX0003899,PF01421,2024-05-10,2024-05,Data Bundle,570.0,Success,Android,Referral,Kaduna
TX0003900,PF01421,2024-05-05,2024-05,Transfer,50.0,Failed,Android,Referral,Kaduna
TX0003901,PF01425,2024-07-06,2024-07,Data Bundle,1110.0,Success,Android,Organic Search,Abuja
TX0003902,PF01425,2024-07-02,2024-07,Transfer,65670.0,Success,Android,Organic Search,Abuja
TX0003903,PF01425,2024-07-03,2024-07,Investment,4000.0,Success,Android,Organic Search,Abuja
TX0003904,PF01425,2024-06-30,2024-06,Data Bundle,1470.0,Success,Android,Organic Search,Abuja
TX0003905,PF01425,2024-07-04,2024-07,Transfer,18170.0,Success,Android,Organic Search,Abuja
TX0003906,PF01436,2024-05-03,2024-05,Transfer,50.0,Success,Android,Organic Search,Kaduna
TX0003907,PF01436,2024-05-18,2024-05,Data Bundle,7300.0,Success,Android,Organic Search,Kaduna
TX0003908,PF01436,2024-06-25,2024-06,Airtime,560.0,Failed,Android,Organic Search,Kaduna
TX0003909,PF01436,2024-05-30,2024-05,Card Payment,50.0,Success,Android,Organic Search,Kaduna
TX0003910,PF01436,2024-07-23,2024-07,Airtime,930.0,Success,Android,Organic Search,Kaduna
TX0003911,PF01436,2024-07-10,2024-07,Bill Payment,6980.0,Success,Android,Organic Search,Kaduna
TX0003912,PF01436,2024-07-14,2024-07,Data Bundle,1660.0,Failed,Android,Organic Search,Kaduna
TX0003913,PF01436,2024-07-24,2024-07,Airtime,210.0,Success,Android,Organic Search,Kaduna
TX0003914,PF01436,2024-07-11,2024-07,Data Bundle,1860.0,Success,Android,Organic Search,Kaduna
TX0003915,PF01436,2024-08-06,2024-08,Investment,49010.0,Success,Android,Organic Search,Kaduna
TX0003916,PF01436,2024-08-07,2024-08,Investment,5960.0,Success,Android,Organic Search,Kaduna
TX0003917,PF01436,2024-08-16,2024-08,Transfer,7050.0,Success,Android,Organic Search,Kaduna
TX0003918,PF01436,2024-08-18,2024-08,Bill Payment,5070.0,Success,Android,Organic Search,Kaduna
TX0003919,PF01436,2024-08-12,2024-08,Card Payment,2610.0,Success,Android,Organic Search,Kaduna
TX0003920,PF01436,2024-08-23,2024-08,Bill Payment,2490.0,Success,Android,Organic Search,Kaduna
TX0003921,PF01438,2024-03-10,2024-03,Card Payment,7130.0,Success,Android,Referral,Lagos
TX0003922,PF01438,2024-03-16,2024-03,Transfer,44240.0,Success,Android,Referral,Lagos
TX0003923,PF01438,2024-03-01,2024-03,Airtime,1420.0,Success,Android,Referral,Lagos
TX0003924,PF01438,2024-03-23,2024-03,Bill Payment,9380.0,Success,Android,Referral,Lagos
TX0003925,PF01438,2024-03-02,2024-03,Bill Payment,23670.0,Success,Android,Referral,Lagos
TX0003926,PF01438,2024-03-01,2024-03,Savings,34310.0,Success,Android,Referral,Lagos
TX0003927,PF01438,2024-03-05,2024-03,Bill Payment,19150.0,Success,Android,Referral,Lagos
TX0003928,PF01438,2024-03-14,2024-03,Bill Payment,23100.0,Success,Android,Referral,Lagos
TX0003929,PF01438,2024-03-18,2024-03,Transfer,13000.0,Success,Android,Referral,Lagos
TX0003930,PF01438,2024-03-15,2024-03,Transfer,42630.0,Success,Android,Referral,Lagos
TX0003931,PF01438,2024-03-13,2024-03,Data Bundle,2960.0,Success,Android,Referral,Lagos
TX0003932,PF01438,2024-03-10,2024-03,Airtime,1640.0,Success,Android,Referral,Lagos
TX0003933,PF01438,2024-03-10,2024-03,Transfer,50740.0,Success,Android,Referral,Lagos
TX0003934,PF01438,2024-04-17,2024-04,Card Payment,11230.0,Success,Android,Referral,Lagos
TX0003935,PF01438,2024-04-21,2024-04,Savings,31790.0,Success,Android,Referral,Lagos
TX0003936,PF01438,2024-04-24,2024-04,Transfer,53780.0,Success,Android,Referral,Lagos
TX0003937,PF01438,2024-04-13,2024-04,Airtime,1320.0,Success,Android,Referral,Lagos
TX0003938,PF01438,2024-04-15,2024-04,Data Bundle,3050.0,Success,Android,Referral,Lagos
TX0003939,PF01438,2024-04-12,2024-04,Bill Payment,25670.0,Success,Android,Referral,Lagos
TX0003940,PF01438,2024-04-09,2024-04,Airtime,1440.0,Success,Android,Referral,Lagos
TX0003941,PF01438,2024-04-18,2024-04,Airtime,870.0,Success,Android,Referral,Lagos
TX0003942,PF01438,2024-04-14,2024-04,Airtime,1100.0,Success,Android,Referral,Lagos
TX0003943,PF01438,2024-04-18,2024-04,Bill Payment,24410.0,Success,Android,Referral,Lagos
TX0003944,PF01443,2024-06-13,2024-06,Data Bundle,2840.0,Success,Android,Paid Ads,Anambra
TX0003945,PF01443,2024-06-08,2024-06,Transfer,50.0,Success,Android,Paid Ads,Anambra
TX0003946,PF01443,2024-06-27,2024-06,Airtime,680.0,Success,Android,Paid Ads,Anambra
TX0003947,PF01449,2024-06-01,2024-06,Card Payment,3380.0,Success,Android,Organic Search,Lagos
TX0003948,PF01449,2024-06-12,2024-06,Bill Payment,16190.0,Success,Android,Organic Search,Lagos
TX0003949,PF01449,2024-06-25,2024-06,Transfer,60100.0,Success,Android,Organic Search,Lagos
TX0003950,PF01449,2024-06-27,2024-06,Transfer,9310.0,Success,Android,Organic Search,Lagos
TX0003951,PF01449,2024-06-10,2024-06,Airtime,540.0,Success,Android,Organic Search,Lagos
TX0003952,PF01451,2024-03-14,2024-03,Bill Payment,19140.0,Success,Android,App Store,Abuja
TX0003953,PF01451,2024-03-23,2024-03,Airtime,780.0,Success,Android,App Store,Abuja
TX0003954,PF01451,2024-03-02,2024-03,Airtime,1140.0,Success,Android,App Store,Abuja
TX0003955,PF01451,2024-03-09,2024-03,Airtime,990.0,Success,Android,App Store,Abuja
TX0003956,PF01451,2024-03-28,2024-03,Transfer,38940.0,Success,Android,App Store,Abuja
TX0003957,PF01451,2024-03-11,2024-03,Bill Payment,14950.0,Success,Android,App Store,Abuja
TX0003958,PF01451,2024-03-02,2024-03,Bill Payment,19050.0,Pending,Android,App Store,Abuja
TX0003959,PF01454,2024-03-01,2024-03,Transfer,43210.0,Success,iOS,Social Media,Kano
TX0003960,PF01454,2024-03-14,2024-03,Transfer,34980.0,Success,iOS,Social Media,Kano
TX0003961,PF01466,2024-04-07,2024-04,Transfer,32210.0,Success,Android,Social Media,Rivers
TX0003962,PF01466,2024-04-11,2024-04,Transfer,34350.0,Success,Android,Social Media,Rivers
TX0003963,PF01466,2024-04-10,2024-04,Data Bundle,1490.0,Success,Android,Social Media,Rivers
